"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","sconekv-manager",,,,"User:","docker-user"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output tpcc-sconekv-80-1024-3072-512000-1-0-20210415-133216-0.csv 1 600",,,,"Date:","15 Apr 2021 13:32:18 UTC"
"system","total cpu usage",,,,,"memory usage",,,,"dsk/total",,"net/total",
15-04 13:40:00,59.897,13.368,26.478,0,0.257,6700384256,24121294848,84262912,2623569920,0,0,2012771,1173741
15-04 13:40:01,67.692,10.513,21.538,0,0.256,6713282560,24107573248,84262912,2624380928,0,5124096,2050099,1187415
15-04 13:40:02,57.743,16.273,25.722,0,0.262,6713724928,24106188800,84262912,2625290240,0,0,2108658,1247130
15-04 13:40:03,62.341,11.959,25.445,0,0.254,6713667584,24105345024,84262912,2626166784,0,0,2003280,1181041
15-04 13:40:04,56.345,13.706,29.695,0,0.254,6713335808,24104833024,84262912,2626990080,0,28672,1921130,1170394
15-04 13:40:05,59.126,14.653,25.964,0,0.257,6719770624,24097603584,84262912,2627760128,0,0,2008270,1173391
15-04 13:40:06,64.031,13.010,22.704,0,0.255,6732120064,24084410368,84262912,2628575232,0,2600960,2028883,1134264
15-04 13:40:07,57.033,14.578,28.133,0,0.256,6738010112,24077492224,84262912,2629578752,0,0,1975445,1097569
15-04 13:40:08,59.424,15.445,24.607,0,0.524,6738317312,24076361728,84262912,2630385664,0,0,2096950,1236081
15-04 13:40:09,59.640,14.653,25.193,0.257,0.257,6738313216,24075587584,84262912,2631143424,0,28672,1986207,1208372
15-04 13:40:10,59.343,12.879,27.525,0,0.253,6750650368,24062320640,84262912,2632052736,0,0,1823093,1032394
15-04 13:40:11,60.363,15.803,23.057,0.518,0.259,6756630528,24055308288,84262912,2633064448,0,8667136,2084505,1239325
15-04 13:40:12,59.453,15.672,24.627,0,0.249,6762962944,24048148480,84262912,2633871360,0,0,1991216,1154857
15-04 13:40:13,58.568,14.578,26.598,0,0.256,6763360256,24046985216,84262912,2634612736,0,0,1866551,1163296
15-04 13:40:14,60.411,12.339,26.735,0,0.514,6763708416,24045895680,84267008,2635329536,0,40960,1889053,1136137
15-04 13:40:15,64.631,11.959,23.410,0,0,6774894592,24033853440,84267008,2636148736,0,0,1927182,1182682
15-04 13:40:16,64.286,10.969,23.469,1.020,0.255,6787964928,24019914752,84267008,2636996608,0,12484608,1888803,1149742
15-04 13:40:17,55.499,12.788,31.202,0,0.512,6788304896,24018759680,84267008,2637783040,0,0,1797541,1075077
15-04 13:40:18,54.220,14.834,30.691,0,0.256,6788431872,24017920000,84267008,2638483456,0,0,1746021,1031970
15-04 13:40:19,58.056,14.066,27.621,0,0.256,6787993600,24017649664,84271104,2639171584,0,53248,1833024,1167129
15-04 13:40:20,56.848,12.920,29.974,0,0.258,6800654336,24004247552,84271104,2639896576,0,0,1605754,939375
15-04 13:40:21,54.937,11.899,32.405,0.506,0.253,6806913024,23997198336,84271104,2640670720,0,7127040,1548417,945486
15-04 13:40:22,59.897,15.167,24.679,0,0.257,6813503488,23989964800,84271104,2641293312,0,0,1995313,1162917
15-04 13:40:23,56.456,15.696,27.595,0,0.253,6813081600,23989514240,84271104,2642141184,0,0,1686953,1065985
15-04 13:40:24,56.021,14.398,28.796,0,0.785,6813528064,23988408320,84271104,2642780160,0,32768,1786250,1111993
15-04 13:40:25,63.198,13.452,23.096,0,0.254,6825619456,23975407616,84271104,2643673088,0,0,1836908,1101297
15-04 13:40:26,54.500,14,31.250,0,0.250,6826127360,23974277120,84271104,2644283392,0,0,1644949,1031009
15-04 13:40:27,57.292,15.365,27.083,0,0.260,6837874688,23961669632,84271104,2645110784,0,0,1702138,1061912
15-04 13:40:28,57.216,16.753,25.773,0,0.258,6838079488,23960834048,84271104,2645729280,0,0,1825596,1154318
15-04 13:40:29,53.944,16.794,28.753,0,0.509,6837895168,23960289280,84275200,2646446080,0,20480,1635290,1046656
15-04 13:40:30,56.391,12.782,30.576,0,0.251,6844588032,23952912384,84275200,2647105536,0,0,1584036,948619
15-04 13:40:31,53.807,14.467,31.472,0,0.254,6850695168,23946305536,84275200,2647592960,0,57344,1519348,988940
15-04 13:40:32,60.256,15.128,24.359,0,0.256,6862970880,23933145088,84275200,2648457216,0,0,1708729,1022154
15-04 13:40:33,54.337,14.541,30.867,0,0.255,6863224832,23932465152,84275200,2648879104,0,0,1526568,1017948
15-04 13:40:34,53.964,14.322,31.458,0,0.256,6862807040,23932178432,84283392,2649542656,0,20480,1530710,1006540
15-04 13:40:35,55.025,15.578,28.894,0,0.503,6863257600,23931207680,84283392,2650058752,0,0,1572617,1014893
15-04 13:40:36,55.584,13.706,30.457,0,0.254,6869393408,23924404224,84283392,2650714112,0,0,1459468,938368
15-04 13:40:37,55.330,13.959,30.457,0,0.254,6875615232,23917629440,84283392,2651250688,0,32768,1389014,945288
15-04 13:40:38,54.315,15.228,30.203,0,0.254,6882095104,23910621184,84283392,2651750400,0,0,1434619,969189
15-04 13:40:39,57.326,13.368,28.792,0,0.514,6888443904,23903653888,84287488,2652340224,0,24576,1589704,1020682
15-04 13:40:40,54.569,13.452,31.472,0,0.508,6887874560,23903625216,84287488,2652925952,0,0,1410109,945585
15-04 13:40:41,53.453,13.299,32.737,0,0.512,6888407040,23902720000,84287488,2653294592,0,0,1355418,911520
15-04 13:40:42,50.643,12.853,35.733,0.514,0.257,6888259584,23902298112,84287488,2653847552,0,4902912,1292325,865646
15-04 13:40:43,53.351,14.691,31.701,0,0.258,6900588544,23889494016,84287488,2654310400,0,0,1255752,827495
15-04 13:40:44,51.899,12.658,34.937,0,0.506,6900838400,23888945152,84287488,2654609408,0,73728,1250343,862619
15-04 13:40:45,51.786,14.286,33.673,0,0.255,6906970112,23882285056,84287488,2655121408,0,0,1213626,835314
15-04 13:40:46,52.821,13.077,33.846,0,0.256,6913511424,23875411968,84287488,2655444992,0,0,1208444,827087
15-04 13:40:47,47.135,13.281,39.062,0.260,0.260,6912946176,23875575808,84287488,2655834112,0,9166848,1096848,791142
15-04 13:40:48,48.462,12.821,38.462,0,0.256,6913261568,23875026944,84287488,2656055296,0,0,1089002,788331
15-04 13:40:49,45.960,13.131,40.404,0,0.505,6913376256,23874478080,84291584,2656477184,0,61440,1038640,740217
15-04 13:40:50,44.643,13.010,42.092,0,0.255,6913896448,23873703936,84291584,2656727040,0,0,970089,707121
15-04 13:40:51,44.924,11.929,42.893,0,0.254,6913835008,23873478656,84291584,2657009664,0,0,921143,677406
15-04 13:40:52,43.829,11.083,44.584,0.252,0.252,6919970816,23867125760,84291584,2657222656,0,4620288,820496,607814
15-04 13:40:53,40.051,11.224,48.469,0,0.255,6926327808,23860641792,84291584,2657341440,0,0,703051,538997
15-04 13:40:54,24.937,7.557,67.003,0.252,0.252,6926446592,23860383744,84299776,2657468416,0,36864,419538,329769
15-04 13:40:55,26.087,6.905,66.752,0,0.256,6926311424,23860449280,84299776,2657538048,0,0,431268,343852
15-04 13:40:56,16.500,5,78.250,0,0.250,6926356480,23860350976,84299776,2657591296,0,0,245172,199724
15-04 13:40:57,2.806,2.041,95.153,0,0,6926348288,23860350976,84299776,2657599488,0,0,81493,73699
15-04 13:40:58,1.772,1.013,96.962,0,0.253,6926249984,23860449280,84299776,2657599488,0,0,56497,53541
15-04 13:40:59,2.025,1.013,96.962,0,0,6926381056,23860318208,84307968,2657591296,0,20480,56417,54513
15-04 13:41:00,2.785,1.013,96.203,0,0,6926307328,23860383744,84307968,2657599488,0,0,82076,80284
15-04 13:41:01,2.020,0.758,96.970,0,0.253,6926340096,23860350976,84307968,2657599488,0,0,54639,52303
15-04 13:41:02,2.020,1.010,96.970,0,0,6926307328,23860383744,84307968,2657599488,0,0,54869,53841
15-04 13:41:03,1.781,0.763,97.455,0,0,6926340096,23860350976,84307968,2657599488,0,0,60214,58247
15-04 13:41:04,2.273,0.758,96.970,0,0,6926438400,23860252672,84307968,2657599488,0,0,55432,52224
15-04 13:41:05,2.273,1.010,96.465,0,0.253,6926270464,23860416512,84312064,2657599488,0,16384,84659,85394
15-04 13:41:06,2.519,0.756,96.725,0,0,6926270464,23860416512,84312064,2657599488,0,0,55990,52834
15-04 13:41:07,5.089,3.053,91.603,0,0.254,6926315520,23860350976,84312064,2657619968,0,90112,120927,102056
15-04 13:41:08,36,8.250,55.500,0,0.250,6926139392,23860416512,84312064,2657730560,0,0,604867,469512
15-04 13:41:09,25.126,7.035,67.839,0,0,6928220160,23856738304,84312064,2659303424,0,0,281668,223640
15-04 13:41:10,26.031,5.928,67.784,0,0.258,6936502272,23845818368,84316160,2661847040,0,28672,253938,211492
15-04 13:41:11,10.918,2.730,86.104,0,0.248,6937550848,23843528704,84316160,2663051264,0,0,118442,103797
15-04 13:41:12,11.750,3.250,85,0,0,6939607040,23838949376,84316160,2665521152,0,1052672,62820,60600
15-04 13:41:13,2.025,1.266,96.709,0,0,6939574272,23838818304,84316160,2665639936,0,0,57136,55967
15-04 13:41:14,1.768,1.010,96.970,0,0.253,6939541504,23838851072,84316160,2665639936,0,0,54856,53029
15-04 13:41:15,2.025,0.759,97.215,0,0,6939541504,23838851072,84316160,2665639936,0,0,56126,53841
15-04 13:41:16,2.025,0.759,96.962,0.253,0,6939537408,23838851072,84320256,2665639936,0,40960,55668,54542
15-04 13:41:17,13.098,3.275,83.375,0,0.252,6941552640,23834689536,84320256,2667753472,0,0,78983,71425
15-04 13:41:18,11.224,3.061,85.714,0,0,6942081024,23833755648,84320256,2668122112,0,1323008,167048,140200
15-04 13:41:19,13.854,3.778,82.116,0,0.252,6942031872,23833755648,84320256,2668171264,0,0,215058,176780
15-04 13:41:20,4.604,1.023,94.373,0,0,6942158848,23833624576,84320256,2668175360,0,0,96713,84586
15-04 13:41:21,2.513,0.754,96.482,0,0.251,6942224384,23833559040,84320256,2668175360,0,0,53725,53723
15-04 13:41:22,6.061,1.010,92.929,0,0,6942056448,23833722880,84324352,2668175360,0,61440,58096,56860
15-04 13:41:23,5.542,1.511,92.695,0,0.252,6942052352,23833722880,84324352,2668179456,0,212992,93768,83322
15-04 13:41:24,8.418,3.061,88.520,0,0,6942035968,23833722880,84324352,2668195840,0,0,154923,131655
15-04 13:41:25,6.076,2.025,91.899,0,0,6942015488,23833722880,84324352,2668216320,0,0,107811,92481
15-04 13:41:26,9.848,2.525,87.374,0,0.253,6942097408,23833624576,84324352,2668232704,0,0,136645,116867
15-04 13:41:27,15.666,4.700,79.112,0.261,0.261,6941892608,23833788416,84324352,2668273664,0,32768,278642,225253
15-04 13:41:28,6.061,2.020,91.919,0,0,6942003200,23833657344,84324352,2668294144,0,0,111049,97564
15-04 13:41:29,4.250,1,94.500,0,0.250,6941966336,23833690112,84324352,2668298240,0,0,66025,62310
15-04 13:41:30,2.771,1.511,95.718,0,0,6942998528,23832657920,84324352,2668298240,0,0,82992,80937
15-04 13:41:31,1.781,0.509,97.455,0,0.254,6942932992,23832723456,84324352,2668298240,0,0,59024,56709
15-04 13:41:32,1.272,0.763,97.964,0,0,6942965760,23832690688,84324352,2668298240,0,0,55805,54487
15-04 13:41:33,2.030,0.508,97.462,0,0,6942932992,23832723456,84324352,2668298240,0,20480,56156,54833
15-04 13:41:34,2.015,1.259,96.474,0,0.252,6942928896,23832723456,84324352,2668302336,0,0,55279,56073
15-04 13:41:35,2.278,0.759,96.962,0,0,6942896128,23832756224,84324352,2668302336,0,0,55207,53027
15-04 13:41:36,2.020,1.010,96.970,0,0,6942928896,23832723456,84324352,2668302336,0,0,57919,56175
15-04 13:41:37,2.015,1.259,96.474,0,0.252,6942994432,23832657920,84324352,2668302336,0,0,54868,52710
15-04 13:41:38,1.768,1.515,96.717,0,0,6942928896,23832723456,84324352,2668302336,0,32768,58199,57609
15-04 13:41:39,1.523,1.015,97.462,0,0,6942990336,23832657920,84328448,2668302336,0,24576,54694,52211
15-04 13:41:40,2.005,1.754,95.990,0,0.251,6942924800,23832723456,84328448,2668302336,0,0,54724,53548
15-04 13:41:41,2.273,0.758,96.970,0,0,6942957568,23832690688,84328448,2668302336,0,0,57097,54369
15-04 13:41:42,1.276,1.020,97.704,0,0,6942957568,23832690688,84328448,2668302336,0,0,56542,54962
15-04 13:41:43,2.261,1.005,94.724,1.759,0.251,6942957568,23832690688,84328448,2668302336,0,7880704,56445,55552
15-04 13:41:44,2.778,0.253,96.970,0,0,6942924800,23832723456,84328448,2668302336,0,0,55935,54662
15-04 13:41:45,1.763,1.008,96.725,0.252,0.252,6942949376,23832690688,84336640,2668302336,0,28672,57741,57373
15-04 13:41:46,1.786,0.510,97.704,0,0,6942883840,23832756224,84336640,2668302336,0,0,58390,55939
15-04 13:41:47,1.772,1.013,97.215,0,0,6942846976,23832788992,84336640,2668306432,0,0,55100,53078
15-04 13:41:48,1.272,0.763,97.455,0.254,0.254,6942945280,23832690688,84336640,2668306432,0,2625536,54745,52888
15-04 13:41:49,1.777,1.015,97.208,0,0,6942945280,23832690688,84336640,2668306432,0,0,55581,54082
15-04 13:41:50,2.785,0.759,96.456,0,0,6943977472,23831658496,84336640,2668306432,0,0,57673,56128
15-04 13:41:51,1.772,1.013,96.962,0,0.253,6944002048,23831625728,84344832,2668306432,0,53248,53925,52752
15-04 13:41:52,1.777,1.015,97.208,0,0,6943936512,23831691264,84344832,2668306432,0,0,55917,54601
15-04 13:41:53,2.267,0.756,96.725,0,0.252,6943936512,23831691264,84344832,2668306432,0,45056,57980,56623
15-04 13:41:54,2.513,1.256,96.231,0,0,6944002048,23831625728,84344832,2668306432,0,0,55930,56547
15-04 13:41:55,2.030,1.015,96.954,0,0,6943936512,23831691264,84344832,2668306432,0,0,56726,55940
15-04 13:41:56,2.771,0.504,96.474,0,0.252,6943936512,23831691264,84344832,2668306432,0,0,56440,54609
15-04 13:41:57,2.532,0.759,96.709,0,0,6943932416,23831691264,84348928,2668306432,0,36864,61368,58913
15-04 13:41:58,2.273,1.010,96.465,0,0.253,6943997952,23831625728,84348928,2668306432,0,0,56699,54913
15-04 13:41:59,1.777,0.761,97.462,0,0,6943965184,23831658496,84348928,2668306432,0,0,54516,53682
15-04 13:42:00,2.525,1.010,96.465,0,0,6943866880,23831756800,84348928,2668306432,0,0,83113,81128
15-04 13:42:01,2.506,1.253,95.990,0,0.251,6943834112,23831789568,84348928,2668306432,0,0,55548,54108
15-04 13:42:02,4.250,1.500,94.250,0,0,6943965184,23831658496,84348928,2668306432,0,0,58890,56505
15-04 13:42:03,1.523,0.761,97.462,0.254,0,6943993856,23831625728,84353024,2668306432,0,20480,55661,51013
15-04 13:42:04,2.025,1.013,96.709,0,0.253,6943961088,23831658496,84353024,2668306432,0,0,82512,80487
15-04 13:42:05,1.777,0.761,97.462,0,0,6944059392,23831560192,84353024,2668306432,0,0,57548,55483
15-04 13:42:06,4.250,1.750,93.750,0,0.250,6943895552,23831724032,84353024,2668306432,0,0,57769,56806
15-04 13:42:07,2.519,1.008,96.474,0,0,6943928320,23831691264,84353024,2668306432,0,0,59684,54980
15-04 13:42:08,2.025,0.759,96.962,0,0.253,6943928320,23831691264,84353024,2668306432,0,0,58631,56417
15-04 13:42:09,1.531,0.765,97.449,0.255,0,6943891456,23831724032,84357120,2668306432,0,159744,54850,53449
15-04 13:42:10,3.008,1.253,95.489,0,0.251,6943858688,23831756800,84357120,2668306432,0,0,56680,55237
15-04 13:42:11,1.786,0.510,97.704,0,0,6943891456,23831724032,84357120,2668306432,0,0,56566,55199
15-04 13:42:12,18.454,5.486,75.561,0,0.499,6942351360,23833264128,84357120,2668306432,0,0,329197,192841
15-04 13:42:13,24.679,6.941,67.866,0,0.514,6937829376,23837786112,84357120,2668306432,0,0,495022,274194
15-04 13:42:14,10.941,5.089,83.461,0.254,0.254,6935273472,23841161216,84357120,2668306432,0,24576,299613,176628
15-04 13:42:15,2.036,0.763,96.947,0,0.254,6935334912,23841095680,84357120,2668310528,0,24576,61982,61369
15-04 13:42:16,1.777,1.015,97.208,0,0,6935330816,23841095680,84361216,2668310528,0,4096,58812,60910
15-04 13:42:17,1.535,0.767,97.698,0,0,6936379392,23840047104,84361216,2668310528,0,0,59852,58151
