"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","vm-node20",,,,"User:","vagrant"
"Cmdline:","dstat -t -c -m -d -n --noupdate --output /vagrant/sconekv-20200930-141508-workloadf-64-node20.csv 1 400",,,,"Date:","30 Sep 2020 13:15:15 UTC"

"system","total cpu usage",,,,,,"memory usage",,,,"dsk/total",,"net/total",
30-09 13:20:51,0.063,0.125,99.561,0.0,0.0,0.251,9899491328.0,39018496.0,1567227904.0,25401483264.0,0.0,0.0,29230.0,28208.0
30-09 13:20:52,0.0,0.0,99.937,0.0,0.0,0.063,9899712512.0,39026688.0,1567227904.0,25401253888.0,0.0,12288.0,29955.0,28812.0
30-09 13:20:53,0.063,0.063,99.812,0.0,0.0,0.063,9899712512.0,39026688.0,1567227904.0,25401253888.0,0.0,0.0,30429.0,30870.0
30-09 13:20:54,0.0,0.0,99.750,0.0,0.0,0.250,9899712512.0,39026688.0,1567227904.0,25401253888.0,0.0,0.0,30736.0,29353.0
30-09 13:20:55,0.063,0.0,99.811,0.0,0.0,0.126,9899712512.0,39026688.0,1567227904.0,25401253888.0,0.0,0.0,27290.0,26246.0
30-09 13:20:56,0.125,0.0,99.624,0.0,0.0,0.251,9899720704.0,39026688.0,1567227904.0,25401245696.0,0.0,0.0,29762.0,28955.0
30-09 13:20:57,0.063,0.0,99.749,0.0,0.0,0.188,9899720704.0,39026688.0,1567227904.0,25401245696.0,0.0,61440.0,27918.0,26190.0
30-09 13:20:58,0.0,0.063,99.749,0.0,0.0,0.188,9899720704.0,39026688.0,1567227904.0,25401245696.0,0.0,0.0,28141.0,26974.0
30-09 13:20:59,0.125,0.0,99.749,0.0,0.0,0.125,9899720704.0,39026688.0,1567227904.0,25401245696.0,0.0,0.0,28903.0,27403.0
30-09 13:21:00,0.125,0.0,99.686,0.0,0.0,0.188,9899720704.0,39026688.0,1567227904.0,25401245696.0,0.0,0.0,28550.0,27437.0
30-09 13:21:01,0.126,0.0,99.686,0.0,0.0,0.188,9899847680.0,39034880.0,1567219712.0,25401118720.0,0.0,16384.0,39144.0,44381.0
30-09 13:21:02,0.0,0.0,99.874,0.0,0.0,0.126,9900093440.0,39034880.0,1567227904.0,25400864768.0,0.0,0.0,29471.0,28457.0
30-09 13:21:03,0.251,0.251,99.372,0.0,0.0,0.126,9900093440.0,39034880.0,1567227904.0,25400864768.0,0.0,0.0,29903.0,29408.0
30-09 13:21:04,0.0,0.0,99.874,0.0,0.0,0.126,9900220416.0,39034880.0,1567227904.0,25400737792.0,0.0,0.0,30161.0,29027.0
30-09 13:21:05,0.0,0.0,99.874,0.0,0.0,0.126,9900220416.0,39034880.0,1567227904.0,25400737792.0,0.0,0.0,31880.0,30091.0
30-09 13:21:06,0.0,0.062,99.812,0.0,0.0,0.125,9900220416.0,39034880.0,1567227904.0,25400737792.0,0.0,0.0,26944.0,25327.0
30-09 13:21:07,0.063,0.0,99.811,0.0,0.0,0.126,9900212224.0,39043072.0,1567227904.0,25400737792.0,0.0,40960.0,28631.0,26479.0
30-09 13:21:08,0.0,0.0,99.875,0.0,0.0,0.125,9900212224.0,39043072.0,1567227904.0,25400737792.0,0.0,0.0,27380.0,26990.0
30-09 13:21:09,0.0,0.0,99.937,0.0,0.0,0.063,9900212224.0,39043072.0,1567227904.0,25400737792.0,0.0,0.0,26367.0,24630.0
30-09 13:21:10,0.126,0.063,99.748,0.0,0.0,0.063,9900212224.0,39043072.0,1567227904.0,25400737792.0,0.0,0.0,30068.0,28016.0
30-09 13:21:11,0.125,0.125,99.624,0.0,0.0,0.125,9900371968.0,39043072.0,1567227904.0,25400578048.0,0.0,0.0,28448.0,26324.0
30-09 13:21:12,0.125,0.063,99.749,0.0,0.0,0.063,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,28584.0,26754.0
30-09 13:21:13,0.062,0.062,99.750,0.0,0.0,0.125,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,29278.0,27676.0
30-09 13:21:14,0.0,0.0,99.874,0.0,0.0,0.126,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,28336.0,26941.0
30-09 13:21:15,0.063,0.0,99.874,0.0,0.0,0.063,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,29686.0,27931.0
30-09 13:21:16,0.125,0.063,99.687,0.0,0.0,0.125,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,29096.0,29000.0
30-09 13:21:17,0.188,0.063,99.623,0.0,0.0,0.126,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,28557.0,27393.0
30-09 13:21:18,0.188,0.0,99.688,0.0,0.0,0.125,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,28305.0,27879.0
30-09 13:21:19,0.063,0.126,99.685,0.0,0.0,0.126,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,28011.0,26067.0
30-09 13:21:20,0.063,0.063,99.811,0.0,0.0,0.063,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,30293.0,30809.0
30-09 13:21:21,0.062,0.0,99.875,0.0,0.0,0.062,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,30068.0,30191.0
30-09 13:21:22,0.063,0.0,99.811,0.0,0.0,0.126,9900593152.0,39043072.0,1567227904.0,25400356864.0,0.0,0.0,28487.0,29825.0
30-09 13:21:23,0.063,0.063,99.749,0.0,0.0,0.126,9900584960.0,39051264.0,1567227904.0,25400356864.0,0.0,12288.0,37016.0,41943.0
30-09 13:21:24,0.063,0.0,99.750,0.0,0.0,0.188,9900584960.0,39051264.0,1567227904.0,25400356864.0,0.0,0.0,27203.0,29678.0
30-09 13:21:25,0.063,0.0,99.811,0.0,0.0,0.126,9900584960.0,39051264.0,1567227904.0,25400356864.0,0.0,0.0,31855.0,31195.0
30-09 13:21:26,0.062,0.0,99.750,0.0,0.0,0.188,9900838912.0,39051264.0,1567227904.0,25400102912.0,0.0,0.0,28496.0,29573.0
30-09 13:21:27,0.378,0.189,99.244,0.0,0.0,0.189,9901092864.0,39051264.0,1567227904.0,25399848960.0,0.0,53248.0,40195.0,46981.0
30-09 13:21:28,0.063,0.0,99.812,0.0,0.0,0.125,9900806144.0,39051264.0,1567227904.0,25400135680.0,0.0,0.0,29246.0,30272.0
30-09 13:21:29,0.063,0.063,99.624,0.0,0.0,0.251,9900806144.0,39051264.0,1567227904.0,25400135680.0,0.0,0.0,28835.0,29903.0
30-09 13:21:30,0.063,0.0,99.748,0.0,0.0,0.189,9900806144.0,39051264.0,1567227904.0,25400135680.0,0.0,0.0,30256.0,31069.0
30-09 13:21:31,0.188,0.125,99.436,0.0,0.0,0.251,9901862912.0,39051264.0,1567227904.0,25399078912.0,0.0,0.0,39226.0,45705.0
30-09 13:21:32,0.063,0.063,99.749,0.0,0.0,0.126,9901568000.0,39051264.0,1567227904.0,25399373824.0,0.0,0.0,28337.0,28216.0
30-09 13:21:33,0.125,0.063,99.812,0.0,0.0,0.0,9901559808.0,39059456.0,1567227904.0,25399373824.0,0.0,16384.0,29021.0,28907.0
30-09 13:21:34,0.0,0.063,99.749,0.0,0.0,0.189,9901559808.0,39059456.0,1567227904.0,25399373824.0,0.0,0.0,31762.0,33172.0
30-09 13:21:35,0.063,0.0,99.749,0.0,0.0,0.188,9901559808.0,39059456.0,1567227904.0,25399373824.0,0.0,0.0,31589.0,31576.0
30-09 13:21:36,0.690,0.188,98.996,0.0,0.0,0.125,9900883968.0,39059456.0,1568157696.0,25399119872.0,0.0,0.0,25953.0,26775.0
30-09 13:21:37,1.947,0.440,97.362,0.0,0.0,0.251,9901469696.0,39059456.0,1570111488.0,25396580352.0,0.0,2949120.0,27476.0,26633.0
30-09 13:21:38,0.062,0.062,99.813,0.0,0.0,0.062,9901469696.0,39059456.0,1570111488.0,25396580352.0,0.0,0.0,25458.0,25287.0
30-09 13:21:39,0.0,0.0,99.937,0.0,0.0,0.063,9901535232.0,39067648.0,1570103296.0,25396514816.0,0.0,24576.0,26772.0,26079.0
30-09 13:21:40,0.125,0.125,99.625,0.0,0.0,0.125,9901461504.0,39067648.0,1570111488.0,25396580352.0,0.0,0.0,28433.0,28583.0
30-09 13:21:41,0.0,0.0,99.874,0.0,0.0,0.126,9901461504.0,39067648.0,1570111488.0,25396580352.0,0.0,0.0,27881.0,27596.0
30-09 13:21:42,0.125,0.188,99.561,0.0,0.0,0.125,9901428736.0,39067648.0,1570111488.0,25396613120.0,0.0,0.0,38630.0,45060.0
30-09 13:21:43,0.063,0.0,99.812,0.0,0.0,0.126,9901428736.0,39067648.0,1570111488.0,25396613120.0,0.0,0.0,27311.0,27998.0
30-09 13:21:44,0.063,0.0,99.937,0.0,0.0,0.0,9901428736.0,39067648.0,1570111488.0,25396613120.0,0.0,0.0,30492.0,29730.0
30-09 13:21:45,0.0,0.0,99.811,0.063,0.0,0.126,9901428736.0,39075840.0,1570103296.0,25396613120.0,0.0,16384.0,31417.0,32683.0
30-09 13:21:46,0.0,0.0,99.812,0.0,0.0,0.188,9901453312.0,39075840.0,1570111488.0,25396580352.0,0.0,0.0,31112.0,30554.0
30-09 13:21:47,0.314,0.0,99.498,0.0,0.0,0.188,9901547520.0,39075840.0,1570111488.0,25396486144.0,0.0,0.0,29246.0,30395.0
30-09 13:21:48,0.063,0.0,99.874,0.0,0.0,0.063,9901547520.0,39075840.0,1570111488.0,25396486144.0,0.0,0.0,29652.0,30669.0
30-09 13:21:49,0.0,0.063,99.875,0.0,0.0,0.063,9901547520.0,39075840.0,1570111488.0,25396486144.0,0.0,0.0,30792.0,31104.0
30-09 13:21:50,0.126,0.0,99.748,0.0,0.0,0.126,9901547520.0,39075840.0,1570111488.0,25396486144.0,0.0,0.0,31661.0,31913.0
30-09 13:21:51,0.126,0.063,99.686,0.0,0.0,0.126,9902440448.0,39084032.0,1570111488.0,25395585024.0,0.0,12288.0,30619.0,31492.0
30-09 13:21:52,0.0,0.0,99.812,0.0,0.0,0.188,9902174208.0,39084032.0,1570111488.0,25395851264.0,0.0,0.0,32009.0,32218.0
30-09 13:21:53,0.126,0.063,99.748,0.0,0.0,0.063,9902174208.0,39084032.0,1570111488.0,25395851264.0,0.0,0.0,37407.0,43885.0
30-09 13:21:54,0.125,0.062,99.626,0.0,0.0,0.187,9902206976.0,39084032.0,1570111488.0,25395818496.0,0.0,0.0,30269.0,30215.0
30-09 13:21:55,0.0,0.063,99.811,0.0,0.0,0.126,9902206976.0,39084032.0,1570111488.0,25395818496.0,0.0,0.0,29797.0,29644.0
